hh_id_long_anon_str,sample,state_id,state_id_str,district_id,district_id_str,consent,cultivate_land,ag_decision_maker,ag_decision_maker_avl,hh_size,mig_size,return_size,not_return,mostinc,wage_avg_resp,inc_freq,wage_rec_resp,inc_freq1,mod1_complete,con_month,con_week,price_week_atta,price_week_onions,price_week_rice,price_curr_atta,price_curr_onions,price_curr_rice,mod3_complete,occup_march,occup_march_oth,earning_march,days_march,occup_now,earning_now,days_now,reason_nowork,reason_nowork_0,reason_nowork_1,reason_nowork_2,reason_nowork_3,reason_nowork_4,reason_nowork_5,reason_nowork_6,reason_nowork_99,reason_nowork__999,reason_nowork__888,reason_nowork_oth,mod2_complete,crop_grown,crop_grown_oth,crop_grown_label,primary_crop,primary_crop_oth,primary_crop_label,primary_crop_final,primary_crop_time,sell_act,sell_over,sell_start,sell_start_1,sell_start_2,sell_start_3,sell_start_4,sell_start_5,sell_start_6,sell_start_7,sell_start_8,sell_start_9,sell_start_10,sell_start_99,sell_start__999,sell_start__888,sell_start_other,price_holi,unit_qty_holi,unit_qty_holi_oth,price_last_week,unit_qty_last_week,unit_qty_last_week_oth,price_last_yr,unit_qty_yr,unit_qty_yr_oth,sell_diff,sell_diff_0,sell_diff_1,sell_diff_2,sell_diff_3,sell_diff_4,sell_diff_5,sell_diff_6,sell_diff_7,sell_diff_99,sell_diff__999,sell_diff__888,sell_diff_other,sell_qty_ldwn,sell_qty_prevyr,land_next_ssn,unit_land_next,unit_land_next_oth,inputs_next_ssn,borrow_nxt_ssn,land_prev_yr,unit_land_prev,unit_land_prev_oth,inputs_prevyr_m,borrow_prevyr_m,land_curr_ssn,unit_land_curr,unit_land_curr_oth,inputs_curr_season,borrow_curr_season,land_prevyr_pcrop,unit_land_pcrop,inputs_prevyr_pcrop,borrow_prevyr_pcrop,mod4_complete,bank_ac,rec_govt_transfer,check_bal,amt_govt_transfer,transfer_mem,price_change,price_change_0,price_change_1,price_change_2,price_change_3,price_change_4,price_change_5,price_change_6,price_change__999,price_change__888,nrega_avl,mod5_complete,health_fac_visit,health_fac_type,health_fac_type_oth,service_taken,service_taken_oth,health_avoid_service,service_avoided,service_avoided_1,service_avoided_2,service_avoided_3,service_avoided_4,service_avoided_5,service_avoided_6,service_avoided_7,service_avoided_99,service_avoided__999,service_avoided__888,service_avoided_oth,symptoms,symptoms_1,symptoms_2,symptoms_3,symptoms_4,symptoms_5,symptoms_6,symptoms_7,symptoms_8,symptoms_9,symptoms_10,symptoms_11,symptoms_99,symptoms__999,symptoms__888,symptoms_oth,prevention,prevention_1,prevention_2,prevention_3,prevention_4,prevention_5,prevention_6,prevention_7,prevention_8,prevention_9,prevention_10,prevention_11,prevention_12,prevention_13,prevention_99,prevention__999,prevention__888,prevention_oth,mod6_complete,state_new,gender,age,self_help,edu,caste,caste_oth,religion,religion_oth,village,block,district_new1,district_new2,fully_complete,service_taken_1,service_taken_2,service_taken_3,service_taken_4,service_taken_5,service_taken_6,service_taken_7,service_taken__999,service_taken__888,symptoms__99,weight_hh,health_eligible,sampling_frame,strata_id,weight_base,raked_wgt
10204513076137,SBCC,Bihar,10,204,204,Yes,No,,,24,1,0,1,No one provided income in February,,,,,1,10000,1500,26,20,,30,30,,1,Daily wage labour in agriculture,,300,6,Did not work for income,,,3,0,0,0,1,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,-999,0,0,0,0,0,0,0,1,0,Don't know,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Male,35,Yes,"Class 5-10,",Scheduled Caste;,,Hinduism,,Bahadur pur,Mesihat,204,,1,,,,,,,,,,,48554.140625,0,SBCC,1,25,48554.14065485033
10204513076869,SBCC,Bihar,10,204,204,Yes,No,,,8,0,,,,,,,,1,6000,1000,999,100,,40,15,,1,Daily wage labour in agriculture,,500,6,Did not work for income,,,5,0,0,0,0,0,1,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Not checked since before March,,,3,0,0,0,1,0,0,0,0,0,Days remained the same,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,24,Yes,"Class 5-10,",Scheduled Tribe,,Hinduism,,Barachandwa,dist-Bokaro ketrwal,,,1,,,,,,,,,,,48554.140625,0,SBCC,1,25,48554.14065485033
102045130981360,SBCC,Bihar,10,204,204,Yes,Yes,Yes,,12,1,0,1,Member other than the respondent,10000,Monthly,0,NA,1,8000,700,24,30,,-999,-999,,1,,,,,,,,,,,,,,,,,,,,,Moong / Greengram,,मूंग,,,,मूंग,Feb-May 2020,Sales not started,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Dhur,,1000,-999,-666,NA,-999,-999,1,Yes,No,Not checked since before March,,,1,0,1,0,0,0,0,0,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,21,No,More than high school,Other Backward Caste,,Hinduism,,Champa pur koriya,Ghora sahan,,,1,,,,,,,,,,,70535.125,0,SBCC,1,23,70535.12611862455
10204513098656,SBCC,Bihar,10,204,204,Yes,Yes,Yes,,7,1,1,,Respondent,2100,Weekly,0,Weekly,1,7000,1000,20,40,,20,16,,1,,,,,,,,,,,,,,,,,,,,,No crop - land currently empty,,कोई फसल नहीं - वर्तमान में खाली जमीन,,,,कोई फसल नहीं - वर्तमान में खाली जमीन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Kattha,,10000,7000,16,Kattha,,25000,25000,,,,,,,,,,1,Yes,Yes - received in bank / received cash or cheque from government,In the last seven days,1500,1,3,0,0,0,1,0,0,0,0,0,Don't know,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,27,No,"Class 5-10,",Scheduled Caste;,,Hinduism,,CHANPAPUR KORIA,GHORASHAN,,,1,,,,,,,,,,,44669.80859375,0,SBCC,1,23,44669.80940246229
10204513124606,SBCC,Bihar,10,204,204,Yes,Yes,Yes,,7,0,,,,,,,,1,5000,1000,40,60,,24,15,,1,,,,,,,,,,,,,,,,,,,,,No crop - land currently empty,,कोई फसल नहीं - वर्तमान में खाली जमीन,,,,कोई फसल नहीं - वर्तमान में खाली जमीन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Kattha,,5000,0,0,NA,,2000,0,,,,,,,,,,1,Yes,,,,,-777,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,.,.,,,0,,,,,,,,,,,15333.72265625,0,SBCC,8,5,15333.72306926621
10204513224714,SBCC,Bihar,10,204,204,Yes,No,,,11,2,0,2,Respondent,8000,Monthly,0,NA,1,30000,5000,.9990000128746033,-999,,25,15,,1,Self-employed in non-ag,,3000,7,Did not work for income,,,0 1 3,1,1,0,1,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Checked In March,,,2,0,0,1,0,0,0,0,0,0,Days have reduced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,27,No,High school graduate;,Other Backward Caste,,Hinduism,,Mahamadha kajitola,Mehshi,,,1,,,,,,,,,,,107336.0625,0,SBCC,6,35,107336.0614848635
10204513305725,SBCC,Bihar,10,204,204,Yes,No,,,9,1,0,0,No one provided income in February,,,,,1,-999,-999,35,80,,-999,20,,1,Salaried job,,0,0,Don't know,0,0,5 6,0,0,0,0,0,1,1,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes - received in bank / received cash or cheque from government,"Not in the last seven days, but in April",-999,-999,3,0,0,0,1,0,0,0,0,0,Don't know,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,65,Yes,No schooling;,Other Backward Caste,,Hinduism,,Barkagau,Dilkopri,,,1,,,,,,,,,,,18400.466796875,0,SBCC,8,6,18400.46768311945
10204513305859,SBCC,Bihar,10,204,204,Yes,No,,,4,0,,,,,,,,1,5000,2500,-999,-999,,-999,-999,,1,Self-employed in non-ag,,700,6,Self-employed in non-ag,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Refuse to Answer,No,"Not in the last seven days, but in April",,,1,0,1,0,0,0,0,0,0,0,Don't know,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,26,No,No schooling;,Other Backward Caste,,Hinduism,,Barka,Sakribihal,,,1,,,,,,,,,,,18400.466796875,0,SBCC,8,6,18400.46768311945
10204513384455,SBCC,Bihar,10,204,204,Yes,No,,,12,0,,,,,,,,1,30000,3000,25,50,,30,20,,1,Daily wage labour in agriculture,,1800,6,Did not work for income,,,1 3,0,1,0,1,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes - received in bank / received cash or cheque from government,"Not in the last seven days, but in April",1500,3,3,0,0,0,1,0,0,0,0,0,Don't know,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,22,No,No schooling;,Scheduled Caste;,,Islam,,RAMPUR KHJURIYA,KESRIYA,,,1,,,,,,,,,,,117736.6328125,0,SBCC,1,26,117736.6349613373
10204513445501,SBCC,Bihar,10,204,204,Yes,No,,,15,1,0,1,Member other than the respondent,-999,NA,-999,NA,1,10000,3500,25,50,,20,20,,1,Daily wage labour in agriculture,,450,3,Did not work for income,,,3,0,0,0,1,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes - received in bank / received cash or cheque from government,"Not in the last seven days, but in April",500,1,2,0,0,1,0,0,0,0,0,0,Don't know,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Male,25,Yes,Class 5 or less;,Other,Hrijan,Hinduism,,PTTA VISHUNPR,Sugaval,204,,1,,,,,,,,,,,24533.95703125,0,SBCC,4,8,24533.95691082594
1020451356048,SBCC,Bihar,10,204,204,Yes,Yes,Yes,,5,0,,,,,,,,1,4000,7000,25,80,,25,15,,1,,,,,,,,,,,,,,,,,,,,,Wheat,,गेहूँ,,,,गेहूँ,Aug 2019 - Jan 2020,Sales not started,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,Yes - received in bank / received cash or cheque from government,In the last seven days,2000,1,1,0,1,0,0,0,0,0,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,33,Yes,High school graduate;,Other Backward Caste,,Hinduism,,Raghunath pur,Kalyan pur,,,1,,,,,,,,,,,18400.466796875,0,SBCC,4,6,18400.46768311945
10204513560877,SBCC,Bihar,10,204,204,Yes,Yes,No,Respondent unavailable (no appointment),6,0,,,,,,,,1,4000,3000,18,17,,25,30,,1,,,,,,,,,,,,,,,,,,,,,Moong / Greengram,,मूंग,,,,मूंग,Feb-May 2020,Sales not started,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Kattha,,500,0,6,Kattha,-999,0,1,Yes,No,In the last seven days,,,3,0,0,0,1,0,0,0,0,0,Don't know,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,35,No,Class 5 or less;,Scheduled Caste;,,Hinduism,,KesyiyaRghunath pur,KLAYANPUR,,,1,,,,,,,,,,,11652.994140625,0,SBCC,4,6,11652.99375716408
10205912568840,SBCC,Bihar,10,205,205,Yes,No,,,10,2,0,2,Member other than the respondent,6000,Weekly,0,NA,1,15000,5000,-999,20,,-999,25,,1,Daily wage labour in agriculture,,1500,7,Did not work for income,,,3,0,0,0,1,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,In the last seven days,,,1,0,1,0,0,0,0,0,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,25,Yes,"Class 5-10,",General,,Hinduism,,Mathura pur,Sibhar,,,1,,,,,,,,,,,42934.42578125,0,SBCC,6,14,42934.42459394539
10206561032357,SBCC,Bihar,10,206,206,Yes,Yes,Yes,,0,0,,,,,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,-777,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,.,.,,,0,,,,,,,,,,,128803.2734375,0,SBCC,4,42,128803.2737818362
