"geo_state","geo_dist","geo_state_new","geo_dist_new","geo_village","geo_block","demo_gender","demo_age","demo_edu","demo_caste","demo_caste_oth","demo_religion","demo_religion_oth","demo_selfhelp","demo_ag_hh","demo_hh_size","mig_size","mig_total_ratio","mig_return_size","mig_return_ratio","mig_no_return_size","mig_noreturn_ratio","mig_most_inc","mig_avg_wage","mig_wage_unit","mig_daily_wage","mig_daily_wage_unit","mig_wage_change_mean","mig_zeroinc_prop","con_feb","con_wk","con_weekchange_mean","con_less_prop","con_wk_atta","con_curr_atta","con_atta_unavail_prop","con_attachange_mean","con_wk_onions","con_curr_onions","con_onion_unavail_prop","con_onionschange_mean","con_wk_rice","con_curr_rice","con_rice_unavail_prop","con_ricechange_mean","lab_march_occu","lab_march_occu_oth","lab_march_wage","lab_march_freq","lab_curr_occu","lab_curr_wage","lab_zeroinc_prop","lab_wagechange_mean","lab_curr_freq","lab_workdayschange_mean","lab_nowork_none_prop","lab_nowork_cant_find_prop","lab_nowork_wages_prop","lab_nowork_shut_prop","lab_nowork_materials_prop","lab_nowork_covid_choice_prop","lab_nowork_fines_prop","lab_nowork_dk","lab_nowork_ref","lab_nowork_oth","agr_crop_grown","agr_crop_grown_oth","agr_crop_planted","agr_crop_cat_prop","agr_prc_yr","agr_prc_yr_unit","agr_prc_yr_unit_oth","agr_prc_prev_yr_kg","agr_crop_perish","agr_crop_cereals","agr_crop_pulses","agr_crop_status","agr_sales_not_started_prop","agr_sales_ongoing_prop","agr_sales_complete_prop","agr_crop_sold","agr_sell_most_curr_prop","agr_nosell_notready","agr_nosell_seeds","agr_nosell_destroy","agr_nosell_demand","agr_nosell_markets","agr_nosell_prices","agr_nosell_lckdwn","agr_nosell_labor","agr_nosell_transport","agr_nosell_machine","agr_nosell_dk","agr_nosell_ref","agr_nosell_oth","agr_prc_holi","agr_prc_holi_unit","agr_prc_holi_unit_oth","agr_prc_holi_kg","agr_prc_curr","agr_prc_curr_unit","agr_prc_curr_unit_oth","agr_prc_curr_kg","agr_prc_change_holi_mean","agr_selldiff_none","agr_selldiff_labor","agr_selldiff_transport","agr_selldiff_markets","agr_selldiff_demand","agr_selldiff_travel","agr_selldiff_police","agr_selldiff_dk","agr_selldiff_ref","agr_selldiff_oth","agr_sell_lckdwn","agr_sell_prevyr","agr_sell_most_prevyr_prop","agr_next_ssn_land","agr_next_ssn_unit","agr_next_ssn_unit_oth","agr_next_ssn_inputs","agr_next_ssn_borrow","agr_land_prevyr","agr_land_prevyr_unit","agr_land_prevyr_unit_oth","agr_prevyr_land_main","agr_prevyr_land_main_unit","agr_prevyr_main_inputs","agr_prevyr_main_borrow","agr_monsoon_inputs","agr_monsoon_borrow","agr_curr_land","agr_curr_land_unit","agr_curr_land_unit_oth","agr_curr_inputs","agr_curr_borrow","agr_land_change_mean","agr_inputs_change_abs_mean","agr_borrow_change_abs_mean","agr_prc_change_yr_mean","rel_bank","rel_transfer_rec","rel_govt_transfer_fa_prop","rel_check_balance","rel_april_checked","rel_transfer_amt","rel_transfer_mem","rel_amt_received_mean","rel_ration_prc_closed","rel_ration_prc_nogo","rel_ration_prc_none","rel_ration_prc_free","rel_ration_prc_cheaper","rel_ration_prc_exp","rel_ration_prc_unavail","rel_ration_prc_dk","rel_ration_prc_ref","rel_cheap_ration_prop","rel_nrega","rel_nrega_unavail_prop","rel_nrega_incr_prop","rel_nrega_dec_prop","rel_nrega_same_prop","rel_nrega_stop_prop","hea_fac_visit","hea_fac_type","hea_fac_type_oth","hea_service_oth","hea_service_treat","hea_service_imm","hea_service_anc","hea_service_fp","hea_service_child_grw","hea_service_health","hea_service_edu","hea_avoid","hea_avoid_treat","hea_avoid_imm","hea_avoid_anc","hea_avoid_fp","hea_avoid_child_grw","hea_avoid_checkup","hea_avoid_edu","hea_avoid_oth","hea_avoid_dk","hea_avoid_ref","hea_symp_fever","hea_symp_cough","hea_symp_tired","hea_symp_breath","hea_symp_pain","hea_symp_appetite","hea_symp_throat","hea_symp_diarrhea","hea_symp_nausea","hea_symp_congest","hea_symp_smell","hea_symp_oth","hea_symp_dk","hea_symp_ref","hea_symp_main_prop","hea_prev_wash","hea_prev_san","hea_prev_cover","hea_prev_face","hea_prev_dist","hea_prev_crowd","hea_prev_sick","hea_prev_contact","hea_prev_touch","hea_prev_clean","hea_prev_mask","hea_prev_nospit","hea_prev_home","hea_prev_oth","hea_prev_dk","hea_prev_ref","hea_prev_aware_prop","sampling_frame","strata_id","psu","weight_base","weight_raked","weight_hh","hh_id_long_anon_str","health_eligible","fully_complete","religion_hhinfo","religion_other_hhinfo","caste_hhinfo","caste_other_hhinfo","ciff_edu","lab_occ_none","lab_occ_selfag","lab_occ_selfnonag","lab_occ_salary","lab_occ_dailyw","lab_occ_mar_none","lab_occ_mar_selfag","lab_occ_mar_selfnon","lab_occ_mar_salary","lab_occ_mar_dailyy","shrid","pc11_s_id","pc11_town_id","pc11_sd_id","pc11_subdistrict_id","pc11_district_id","pc11_d_id","latitude","longitude","altitude","accuracy","master_dist_no","master_dist_name","master_hh_id_short","master_hh_id_long_str","master_health_eligible"
28,3,28,547,"Paritala","Kan",0,25,4,4,,1,,1,0,4,0,0,,,,,,,,,,,,13000,1500,-0.538461565971375,1,,,,,170,20,0,-0.882352948188782,45,45,0,0,2,,700,5,0,0,1,-1,0,-1,0,1,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1000,1,1000,0,0,0,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOAR",9,"215",1,49918.0770770862,49918.078125,"283508215384",0,1,,,,,,1,0,0,0,0,0,0,1,0,0,"11-28-589166",28,"589166",5007,"05007","547","547",16.6562900543213,80.4065322875977,-54.7695693969727,10,"3","3",30,2800300902630,0
23,463,,,"Pokhra","Dusar",1,40,3,4,,1,,1,0,9,0,0,,,,,,,,,,,,,1000,,,,,0,,100,10,0,-0.899999976158142,,,,,2,,200,4,2,1400,0,6,4,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,2,1,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SBCC",27,"349",108,274484.761611212,274484.75,"23463689349129",0,1,,,,,,0,0,1,0,0,0,0,1,0,0,"11-23-503583",23,"503583",3703,"03703","463","463",24.2851505279541,82.5042572021484,454.799987792969,4.69999980926514,"463","463",1077,234634633791077,0
8,120,,,"Raholi","NIWAI",1,30,3,3,,1,,0,1,4,0,0,,,,,,,,,,,,10000,2000,-0.200000002980232,1,25,28,0,0.119999997317791,80,40,0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,40000,,,,,,,,50000,40000,,,,,,,-0.200000002980232,0,,1,1,1,1,1,750,4,750,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,1,1,3,,,0,0,0,0,0,1,0,0,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,"CIFF",95,"031",951.664794921875,5074.8697703233,5074.86962890625,"81208020311206",1,1,,,,,,,,,,,,,,,,"11-08-092784",8,"092784",617,"00617","120","120",26.5002765655518,75.8005828857422,297.600006103516,4.59999990463257,"120","Tonk",95,812009510695,1
10,210,,,"Dighal bank","Tappu",0,29,3,4,,1,,1,0,5,0,0,,,,,,,,,,,,,3000,,,,36,0,,40,25,0,-0.375,,,,,1,,,,,,,,,,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,3,0,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SBCC",7,"008",27,82802.1045740375,82802.1015625,"1021068000814",0,1,,,,,,0,0,0,0,0,0,1,0,0,0,,,".",,,,".",26.4482383728027,87.8614349365234,20,4,"210","210",824,10210210040824,0
20,360,,,"BArkath","Barkatha",0,30,3,1,,1,,1,0,13,3,3,3,3,,,3,,,,,,,6000,2000,0.333333343267441,0,28,30,0,0.0714285746216774,50,30,0,-0.400000005960464,,,,,0,,,,4,,,,0,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1000,2,1000,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,"CIFF",20,"078",1194.58569335938,7505.86374449916,1194.58569335938,"20360148078785",0,1,1,,1,,3,0,0,0,0,1,1,0,0,0,0,"11-20-368894",20,"368894",2658,"02658","360","360",23.8218860626221,85.4321823120117,426.700012207031,4.69999980926514,"360","Hazaribagh",946,20360020158946,0
20,353,,,"hathkathi","hiranpur",1,24,3,4,,2,,0,0,5,0,0,,,,,,,,,,,,7000,3000,0.714285731315613,0,30,35,0,0.16666667163372,18,18,0,0,,,,,1,,500,7,0,0,1,-1,0,-1,0,0,0,1,0,0,0,0,0,"Roja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,0,0,0,0,0,1,0,,4,1,0,0,0,1,1,1,,,0,0,0,0,0,1,0,0,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,"CIFF",4,"040",893.484191894531,11696.9803632077,11696.98046875,"20353282040168",1,1,,,,,,1,0,0,0,0,0,1,0,0,0,"11-20-359957",20,"359957",2573,"02573","353","353",24.7097835540771,87.7048416137695,13.1000003814697,3.90000009536743,"353","Pakur",453,20353004127453,1
9,180,,,"udwapur","tajawapur",1,59,3,4,,1,,0,1,7,0,0,,,,,,,,,,,,,,,,25,25,0,0,25,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,5,,,,40,5,,,,,,,30000,,,,,,0,,,,1,1,1,-999,,-999,-999,,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHC",180,"054",1,42046.6330497999,42046.6328125,"91804530541295",0,1,,,,,,,,,,,,,,,,"11-09-171785",9,"171785",920,"00920","180","180",27.5709686279297,81.4523162841797,38,4.19999980926514,"180","180",56,918003606756,0
20,353,,,"Haripur","Maheshpur",1,35,1,99,"Miya",2,,1,0,4,0,0,,,,,,,,,,,,5000,1500,0.200000002980232,0,30,27,0,-0.100000001490116,25,18,0,-0.280000001192093,,,,,4,,150,,0,0,1,-1,0,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,500,1,500,0,0,0,0,0,1,0,0,0,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,"CIFF",6,"047",558.427673339844,7310.61342616226,7310.61328125,"20353468047797",1,1,,,,,,1,0,0,0,0,0,0,0,0,1,"11-20-360525",20,"360525",2577,"02577","353","353",24.51487159729,87.590087890625,74.1999969482422,4.80000019073486,"353","Pakur",479,20353006035479,1
8,128,,,".",".",1,,,,,,,,0,9,0,0,,,,,,,,,,,,15000,5000,0.333333343267441,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,"CIFF",193,"074",748.405517578125,3141.76209636388,3141.76220703125,"8128111074242",1,0,,,,,,,,,,,,,,,,"11-08-800614",8,"800614",671,,,"128",25.1550121307373,76.2885360717773,178.100006103516,5.80000019073486,"128","Baran",766,8128193180766,1
8,101,8,101,"Benisar","Bikaner",1,25,5,4,,1,,0,1,8,0,0,,,,,,,,,,,,15000,2500,-0.333333343267441,1,25,25,0,0,22,15,0,-0.318181812763214,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,50000,,,,,,,,250000,125000,,,,,,,-0.400000005960464,-0.600000023841858,,1,1,1,2,1,734,1,734,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,1,1,8,,,1,0,0,0,0,0,0,0,,,,,,,,,,,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,"CIFF",17,"013",1526.69421386719,6408.97200943643,6408.97216796875,"8101055013363",1,1,,,,,,,,,,,,,,,,"11-08-069871",8,"069871",480,"00480","101","101",28.0727729797363,73.9035263061523,215.100006103516,4.30000019073486,"101","Bikaner",477,8101017109477,1
9,178,,,".",".",1,,,,,,,,1,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHC",178,"272",1,42046.6330497999,42046.6328125,"9178578272885",0,0,,,,,,,,,,,,,,,,"11-09-168121",9,"168121",910,"00910","178","178",26.484504699707,82.4297485351563,0.300000011920929,7.5,"178","178",59,917800103659,0
8,101,,,"Gusanisar","Dunganrgarh",1,29,5,4,,1,,0,1,8,2,2,2,2,,,2,200,3,200,3,0,0,13000,7000,1.15384614467621,0,27,29,0,0.0740740746259689,30,15,0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,5,,60000,60000,33,5,,,,,,60000,50000,,,,,,0,0,0.200000002980232,,1,1,1,1,1,500,1,500,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,1,1,1,,,1,0,0,0,0,1,0,0,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,1,"CIFF",17,"088",1526.69421386719,6408.97200943643,1526.69421386719,"8101055088646",0,1,1,,1,,4,,,,,,,,,,,"11-08-069844",8,"069844",480,"00480","101","101",28.2463779449463,73.9398422241211,234.399993896484,1.60000002384186,"101","Bikaner",73,810101703773,0
20,353,20,353,"Barmasiya","Littipara",1,30,3,3,,1,,1,1,3,0,0,,,,,,,,,,,,,300,,,,,0,,20,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,,0,1,20,99,"6 pay",,0,1,0,2,0,1,0,,,,,,,,,,,,,,,,,99,"5.5pay",,,99,"5.5 pay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,500,1,500,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,1,1,,"T v",0,0,0,0,0,0,0,0,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,"CIFF",4,"088",558.427612304688,3462.90196374411,3462.90185546875,"2035328208848",1,1,,,,,,,,,,,,,,,,"11-20-360028",20,"360028",2573,"02573","353","353",24.6739120483398,87.6213455200195,49.2000007629395,4.30000019073486,"353","Pakur",171,20353004041171,1
28,4,,,"Parvathapuram","Padulakooru",1,45,3,1,,1,,1,1,4,0,0,,,,,,,,,,,,3000,1050,0.400000005960464,0,,,,,,20,0,,30,30,0,0,,,,,,,,,,,,,,,,,,,,,14,,1,2,,,,,0,0,1,1,1,0,0,,,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,3500,3,3500,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOAR",10,"335",1,49918.0770770862,49918.078125,"284423335512",0,1,,,,,,,,,,,,,,,,"11-28-592067",28,"592067",5176,"05176","550","550",14.3838911056519,79.6216430664063,-31.5635814666748,20,"4","4",31,2800401004331,0
10,230,,,"777","777",0,,,,,,,,0,6,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SBCC",9,"065",9,27600.7015246792,27600.701171875,"10230457065637",0,0,,,,,,,,,,,,,,,,"11-10-801374",10,"801374",1402,,,"230",25.5647087097168,85.0830688476563,-7.40000009536743,7.30000019073486,"230","230",1060,102302301441060,0
28,550,28,-999,"gudur","ardundthupale",1,35,3,2,,1,,0,0,10,0,0,,,,,,,,,,,,1200,6000,3,0,,,,,100,20,0,-0.800000011920929,30,50,0,0.428571432828903,0,,,,3,300,,,3,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SBCC",15,"330",1,41793.7604162088,41793.76171875,"28550242330864",0,1,,,,,,0,0,0,1,0,1,0,0,0,0,"11-28-802992",28,"802992",5184,,,"550",14.1533041000366,79.8498229980469,-92.8000030517578,4.40000009536743,"550","550",456,28550550739456,0
20,360,,,"Ucha ghana","Bishnugarh",1,47,3,4,,1,,0,1,5,0,0,,,,,,,,,,,,3000,700,-0.0666666701436043,1,30,30,0,0,80,20,0,-0.75,,,,,,,,,,,,,,,,,,,,,,,,,25,,2,3,30,1,,30,1,0,0,2,0,1,0,,,,,,,,,,,,,,,,40,1,,40,20,1,,20,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.333333343267441,1,-999,,-999,,,,,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,1,0,,,,,,,,,,,0,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,"CIFF",24,"003",1592.78100585938,12009.3815310007,12009.3818359375,"20360223003314",1,1,,,,,,,,,,,,,,,,"11-20-368466",20,"368466",2652,"02652","360","360",23.9641780853271,85.8611526489258,323.299987792969,3.70000004768372,"360","Hazaribagh",114,20360024498114,1
20,365,-999,,"Bhonda bavar toli","Murdho",1,32,3,4,,4,,1,0,7,0,0,,,,,,,,,,,,6000,550,-0.633333325386047,1,20,25,0,0.25,20,30,0,0.333333343267441,,,,,4,,400,,1,0,0,-1,,,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,-999,,,,,0,0,0,1,0,1,0,0,0,1,4,1,0,0,0,1,0,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,0,0,1,"CIFF",60,"087",123.270149230957,1613.78178596179,123.270149230957,"20365791087497",0,1,4,,3,,4,0,1,0,0,0,0,0,0,0,1,"11-20-375314",20,"375314",2704,"02704","365","365",23.0735874176025,85.2510604858398,0,4500,"365","Khunti",508,20365060204508,0
9,178,,,".",".",1,,,,,,,,1,12,5,5,0,0,0,0,1,250,3,,3,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHC",178,"001",1,42046.6330497999,42046.6328125,"91785320011317",0,0,,,,,,,,,,,,,,,,"11-09-168517",9,"168517",911,"00911","178","178",26.4786968231201,82.3830261230469,14,5.5,"178","178",61,917801804861,0
9,180,,,"Pilbila","Nababganj",1,28,3,99,"Musalman",2,,0,1,5,0,0,,,,,,,,,,,,4000,300,-0.699999988079071,1,25,,0,,90,15,0,-0.833333313465118,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,,7000,,6,5,,,,,,5000,280,,,,,,0,0.400000005960464,,,1,0,0,1,1,,,,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHC",180,"073",1,188147.428638538,188147.421875,"91807800731412",0,1,,,,,,,,,,,,,,,,"11-09-171327",9,"171327",919,"00919","180","180",27.9562435150146,81.536018371582,123.800003051758,3.90000009536743,"180","180",62,918002606162,0
20,346,,,"Gramangla","Ramna",1,40,1,4,,1,,0,0,4,0,0,,,,,,,,,,,,6000,2800,0.866666674613953,0,25,25,0,0,12,10,0,-0.16666667163372,,,,,99,"Biklang h kaam nahi krte h",,,99,,,,,,0,0,0,0,0,0,0,0,0,"Biklang h kaam nahi krte h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-999,,4,0,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,1,9,,,0,0,1,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"CIFF",81,"056",873.059997558594,5485.64194170051,5485.64208984375,"20346654056900",1,1,,,,,,0,0,0,0,0,0,0,0,0,0,"11-20-347397",20,"347397",2501,"02501","346","346",24.2200489044189,83.5773773193359,188.199996948242,3.90000009536743,"346","Garwha",642,20346081322642,1
9,180,9,180,"Jagatapur","Pakhar pur",1,35,3,4,,1,,1,1,13,6,6,5,5,1,1,2,2800,3,,-666,,,40000,6000,-0.400000005960464,1,20,25,0,0.25,80,20,0,-0.75,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,6000,6000,2,5,,,,,,6000,6000,,,,,,0,0,0,,1,1,1,1,1,1000,1,1000,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHC",180,"328",1,42046.6330497999,42046.6328125,"91805863281477",0,1,,,,,,,,,,,,,,,,"11-09-172211",9,"172211",922,"00922","180","180",27.3844890594482,81.6206817626953,72.3000030517578,3.90000009536743,"180","180",64,918001205764,0
20,353,20,353,"Puldinjari","Pakur",1,25,3,2,,1,,0,1,3,0,0,,,,,,,,,,,,,,,,,20,0,,,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,,0,1,1500,2,,15,0,1,0,2,0,1,0,,,,,,,,,,,,,,,,1300,2,,13,1500,2,,15,0.15384615957737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,"CIFF",6,"070",558.427673339844,3462.90234223321,3462.90234375,"20353468070714",1,1,,,,,,,,,,,,,,,,"11-20-360885",20,"360885",2578,"02578","353","353",24.3081607818604,87.5890045166016,28.1000003814697,5,"353","Pakur",34,2035300625534,1
20,346,20,346,"Mangra","Ramna",0,23,3,1,,1,,0,0,8,3,3,0,0,3,3,1,9000,2,0,-666,-1,1,6000,800,-0.466666668653488,1,22,24,0,0.0909090936183929,,20,0,,,,,,0,,,,0,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1300,1,1300,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIFF",81,"056",436.529998779297,2742.82097085026,436.529998779297,"203466540561152",0,1,,,,,,1,0,0,0,0,1,0,0,0,0,"11-20-347397",20,"347397",2501,"02501","346","346",24.2221374511719,83.5764846801758,217.600006103516,4.30000019073486,"346","Garwha",339,20346081322339,0
20,353,,,"Gopinath pur","Pakur",1,22,-888,4,,1,,1,1,6,0,0,,,,,,,,,,,,12000,2000,-0.333333343267441,1,20,20,0,0,35,30,0,-0.142857149243355,,,,,,,,,,,,,,,,,,,,,,,,,25,,1,3,15,1,,15,1,0,0,2,0,1,0,,,,,,,,,,,,,,,,15,1,,15,4,1,,4,-0.733333349227905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.733333349227905,1,1,1,2,1,1000,1,1000,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,1,0,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,"CIFF",5,"014",744.570129394531,4678.30978600059,4678.3095703125,"20353455014779",1,1,,,,,,,,,,,,,,,,"11-20-360457",20,"360457",2576,"02576","353","353",24.6596698760986,87.9163818359375,-18.3999996185303,4.19999980926514,"353","Pakur",177,20353005387177,1
